39.33	0.94	2.28	5.5
38	8.12	0.87	3.5
31	2.83	2.49	3.7
27.25	6.94	5.72	3.03
37.75	8.81	3.34	2.45
37.75	2.77	1.12	1.5
36.5	2.29	4.03	1.48
36.25	6.91	1.7	1.64
27.25	5.36	5.07	2.36
27.75	2.49	2.55	4.82
39.75	5.36	2.83	0
35.5	1.5	2.95	2.45
36.75	2.49	1.89	2.49
41.5	5.68	3	5.89
30	2.45	4.15	3.56
27.33	3.77	3.27	4.02
30.5	7.89	2.05	2.12
35.5	1.5	1.5	5.5
36	0	4.6	5.07
39	4.12	3.7	2.59
36	7.65	3.63	4.42
27.5	2.29	2.55	8.47
34.75	7.15	4.87	0.82
40	2.55	3	2.16
36.5	2.29	3.57	7.79
38	1.63	2.86	3.09
40.75	6.34	1.22	4.5
27	4.24	3.3	4.53
31.75	5.36	3.56	2.77
40.25	3.03	1.5	0.83
39.75	1.3	2.6	2.12
36	4.64	3.35	2.36
39	4.24	3.49	4.97
30.25	2.17	2.6	2.55
28.75	4.97	2.92	5.12
38.5	3.28	4.32	2.35
37.5	1.12	1.25	7.87
37.5	4.5	2.49	3.03
37	7.07	2.87	4.99
29.5	3.57	5.15	1.58
23	4.55	1.41	2.16
37.5	6.18	2.17	2.17
36	4.24	2.16	1.48
33	2.12	2.12	2.24
36.5	6.06	3.94	3.86
34.5	6.54	3.67	2.06
27	3.54	5.1	5.49
32	5.87	5.32	2.45
37.75	1.3	4.76	5.07
33	4.74	2.05	4.03
40	3	5.83	2.74
37	1.41	2.86	6.6
23.33	1.7	4.09	0
31	2.83	4.55	3.2
39.25	1.79	1.79	0.43
36.75	4.49	3.7	2.35
35.75	1.64	4.09	3.04
30.25	8.41	1.25	1.5
25.75	2.49	2.59	3.68
36.33	3.09	4	5.66
37.33	1.89	0.82	1.48
36.67	3.3	2.6	0.82
35.33	3.86	2.77	2.49
38.25	3.9	2.49	3
25.5	2.69	4.99	3.08
32.75	2.17	3.24	1.87
39.75	1.3	4.66	3.7
35	1.41	4.97	3.35
36.5	2.87	4.72	5.41
39.25	5.21	1.92	3.9
26.75	4.09	4.44	1.79
28.25	4.6	5.76	3.91
35.75	2.77	4.58	2.12
35.75	0.43	4.82	4.42
40.25	2.77	1.7	4.99
34.67	4.5	4.49	3.3
24.4	5.16	4.95	2.8
28	2.83	2.92	2.62
38.75	3.9	3.77	5.61
33.5	3.5	4.06	4.82
38	1.41	0	3.77
37	4.06	2.49	4.55
27	2.12	8.73	1.79
37.25	3.49	1.12	3.56
41	3.24	6.44	3.35
35	4.18	0.5	3.57
30.5	10.64	8.04	0
30.25	7.92	1.25	6.13
29.25	3.9	7.43	1.3
30.5	10.78	3.91	3.7
40	4.18	2.38	2.12
36	2.12	1.5	1.25
37.25	3.7	2.05	3.27
28.75	8.67	2.24	2.29
25.5	2.5	1	2.62
29.4	6.95	4.07	2.59
40.75	4.76	2	3.54
32.25	0.83	2.87	4.18
35.75	3.49	7.07	2.45
36.4	7.26	4.44	1.72
26.5	5.02	2.6	3.27
32.75	3.7	1.5	1.89
36.75	4.44	5.58	4.5
32	1.22	5.76	3.27
36	0	2.95	3.68
37	5.1	3.27	2.87
28.67	1.25	3.77	1.73
28.25	2.38	3.2	0.71
39.67	5.31	6.18	5.96
38.5	1.5	2.29	2.77
37.5	3.35	5.61	2.05
31.33	9.88	2.68	1.41
26	5.24	5.8	3.2
31	10.46	1.73	2.6
41	3	3.96	4.11
38.75	1.79	3.08	3.86
36.25	3.19	2.74	1.3
35.75	6.61	4.92	6.14
25.25	1.92	2.62	2.36
32	9.09	2.16	1.79
37	0.82	2.49	3.63
37.25	1.3	0.47	3.35
40	0	4.15	4.5
35.33	3.3	4.82	0.5
25	1.41	4.5	4.03
27.75	6.87	4.71	2.12
33.25	3.83	1.87	6.12
29.67	1.7	5.41	6.02
33	3.94	2.17	5.94
31	6.6	4.15	2.49
27.25	1.92	2.29	1.41
37	5.05	6.04	4.06
37	5.74	4.44	1.5
32.75	3.63	1	2.24
33.75	8.58	2.83	2.45
36	6.36	4.06	5.36
24.33	2.87	2.16	7.12
37	5.34	1.87	0.5
39.33	2.49	6.16	3.49
35.4	2.8	6.76	2.77
37.33	1.25	0	1.3
36.25	4.02	2.74	3.94
26.75	2.49	4.06	3.27
31	3.74	5.63	5.1
41.75	1.79	2.28	1.8
36.5	4.33	2.87	3.35
36	2.12	3.83	3.86
38.75	2.77	3.2	7.43
25.5	5.02	4.76	2.06
29.75	2.95	6.46	5.54
38.5	1.66	0.82	1.25
36	2.45	4.44	2.36
39.5	1.5	2.55	6.38
32.75	5.63	6.55	1.48
22.75	1.3	1.79	3.56
28.5	14.5	3.5	2.77
33.75	2.49	4.76	3.04
32.5	4.15	2.16	1.79
37.5	3.57	1.41	6.3
32.5	7.4	3.27	5.7
28.25	4.76	3.67	1.92
28.75	5.07	3.34	4.44
34.75	1.79	6.8	0.94
33.75	4.02	3.74	1.7
35.75	4.09	1.5	2.95
40.5	3.35	1.7	2.05
27.5	3.35	2.05	5.61
24.67	1.7	2.16	5.1
37.67	5.25	5.79	1.22
41.25	3.27	3.42	2.12
36.25	3.9	4.26	2.17
37.33	3.09	5	2
33.25	7.76	1.5	2.95
29	1.41	1.41	0
31.4	6.34	4.12	5.01
40.5	3.35	2.12	2.86
36.75	2.86	3.77	2.05
36.25	5.63	2.29	2.49
40.25	6.61	1.5	3.67
30.5	3.77	3.67	3.28
27	5.39	1.7	2.45
41.5	4.27	3.74	1.64
37.67	1.25	1.66	2.36
35.25	1.3	5.17	2.18
43.5	1.5	5.5	4.5
27.33	4.64	4.11	1.3
19.33	1.89	4.55	2.06
35.25	6.5	6.96	4.26
38.25	3.9	3.96	2.86
33	3.67	4.44	3.2
41.5	1.12	4.49	1.22
29.5	1.8	0.5	1.41
22	8.51	3.49	1.94
34	6.71	4.32	1.3
36.5	3.57	4.06	1.3
35.25	1.3	5.1	3.4
36.25	7.26	4.32	3.67
34.67	9.46	7.63	6.85
22	2.35	4.66	6.22
28.5	1.66	5.7	4.3
42	2.45	1.7	0.43
37.75	1.3	5.85	6.68
36.5	2.87	3.27	4.49
38.25	6.83	5.39	4.61
29.5	3.91	1.3	1.5
32	6.2	3.35	2.29
41.75	2.49	1.64	3.77
39.5	2.87	4	2.12
39	2.45	0	6.94
40	5.87	4.5	4.19
32	4.06	1.73	2.49
30.25	3.27	3.35	4.9
42.75	4.6	3.67	5.05
37.25	1.3	1.5	8.58
36	2.45	2.55	3.3
42	3	2.17	1.5
31.33	2.36	3.09	2.06
26.25	3.11	3.94	4.27
37.5	5.41	4.44	3.56
38	3.24	3.27	7.26
34	2.74	2.83	1.89
41.33	2.49	0	1
33	2.12	1.41	2.16
26	5.35	3.35	2.45
34	7.65	2.69	5.61
35.5	5.36	2.86	7.43
31.67	1.25	4.55	4.15
38.67	0.47	1.25	3.4
36.75	5.36	2.29	4.26
25.25	2.28	2.94	3.3
34.75	9.23	2.69	2.59
39.5	3.28	5.79	0.82
35	2.92	1.79	0.83
33.75	7.98	4.12	3.07
37	9.46	6.13	2.6
32.75	3.27	3.27	1.22
27.5	6.54	1.79	2.6
41	4.53	1.7	2.45
38	3	3.7	5.12
36.5	2.29	5.02	5.05
37.25	7.46	1.3	2.12
26.75	3.9	1.63	1.7
28.5	2.6	2.59	3.56
41.33	3.86	2.38	2.16
32	2.83	4	3.9
33.75	4.49	2.24	2.69
35.25	3.96	3.2	4.71
26	1.41	1.41	2.12
25.75	2.17	3.9	2.87
34.25	5.07	2.17	3.67
36.75	4.92	3.35	0.5
32.5	2.29	4.72	5.34
36.25	6.14	2.5	3.27
34.25	7.4	3.74	0.94
28	4.06	1.48	2.95
28	2.74	6.18	3.7
37.25	1.3	0.47	3.77
30.75	1.3	6.34	0.87
34.25	4.76	1.87	3.56
40	5.1	0.43	4.92
31.25	1.3	1	2.87
29.25	2.49	3.42	2.45
40.5	4.56	4.64	6.44
39.25	2.17	1.41	3.35
33.75	5.36	2.49	1.3
39.25	2.17	3.77	2.6
41	4.32	1.89	1.25
26.5	3.28	1.3	3.63
28	4.74	1.3	1.73
41	5	3	4.92
35.25	2.49	2.5	2.35
35.5	3.2	4.03	1.3
36.5	8.5	1.5	8.5
34.2	7.96	5.44	2.77
33	3.67	3.84	3.27
38	2.83	5.61	2.87
41.67	0.47	4.19	1.92
38	2.83	6.68	4.44
39.5	3.77	8.86	6.65
36	8.34	3.03	3
30	5.2	2.05	4.58
35	7.65	0.82	4.42
35.75	6.02	3.27	2.06
30.75	5.12	4.74	2.29
39.5	3.35	1.3	1.92
33.5	4.97	1.73	5.2
25.25	4.71	5.25	3.86
35	7.11	6.3	3.32
38	4.06	4.85	1.5
35.25	1.3	4.97	1.92
37.67	3.4	1.64	1.7
36.75	6.06	4.12	2.12
28	3.56	1.87	7.07
31.25	4.02	3.91	2.95
40.25	4.02	0.87	3.54
36	0.82	5.72	3.9
35.75	2.49	3.35	8.34
39.25	7.85	3.32	5.79
26.75	4.92	2.28	4.5
27.25	3.27	6.26	4.26
35.5	4.15	2.77	3.9
36.75	1.3	2.62	6.61
35.5	1.5	4.5	1.89
34.33	4.19	1.66	3.4
32.25	2.86	2.29	3.27
27.5	3.04	2.49	5.07
39.75	4.44	5.15	4.32
40.33	1.25	1.25	3.34
37.25	2.86	1.5	3.67
36.75	1.3	5.07	2.49
30	3	8.18	7.72
27.5	3.64	3.9	5.15
35	6.12	4.26	2.49
37.5	4.5	2.83	2.06
34	1.73	1.79	2.69
37.25	5.07	2.29	0.43
34.75	7.15	5.4	3.81
25.33	3.4	2.49	1.58
35	5.74	4.72	2.74
38.33	6.94	2.45	2
28	3.56	6.75	2.45
30.25	6.02	1.92	5.4
38	5.1	0	1.48
23.25	9.28	5.24	5.07
27.33	6.94	1.25	2.49
36	2.45	2.36	1.3
33.5	3.57	1.3	4.39
33.5	4.5	2.68	1.41
39	4.74	0.94	2.74
19.5	8.9	2.55	8.86
26.5	7.4	5.07	3.54
40	6.44	8.26	6.61
38	0.71	4.64	0.82
37.5	1.5	6.02	4.6
42.33	2.87	4.39	3.3
30.25	2.05	5.43	3.67
26.25	9.68	2.36	2.45
34.25	8.58	2.28	3.96
39.67	2.62	1.63	3.11
35.75	1.79	2.77	5.07
35.75	4.44	3.49	5.25
42.25	4.92	3.74	1.7
32.75	3.7	3.94	4.85
26.5	2.6	1.3	1.5
40.67	6.18	4.32	6.02
36.75	1.3	2.92	5.07
36.25	3.63	3.9	1.7
42.33	3.3	2.49	6.61
29.67	3.4	1.25	2.96
27.5	1.66	6.5	3
30.5	2.6	3.9	4.36
36.75	0.83	2.55	5.36
34.25	2.38	1.3	6.69
38.75	3.42	2.69	4.5
33.5	7.26	3.64	2.35
28.25	4.26	2.05	2.86
27	6.4	5.05	1.79
35.5	4.27	4.78	1.41
30.75	2.49	4.15	1.41
36	2.94	1.3	3.09
37.4	6.15	5.31	4.32
34.67	1.25	1.87	6.02
24.5	4.77	4.5	2.38
40	5.24	2.86	4.32
40	2.83	1.41	4.71
37.75	0.83	5.15	7.12
36.5	5.36	2.17	4.27
31.25	9.88	3.27	4.03
28	2.74	1.92	3.08
36.25	6.02	4.26	5.97
39	3.67	3.11	8.46
37	1.41	2.94	1.5
38.6	1.96	2.49	4.41
35.5	7.09	0.87	4.66
24.5	4.97	3.42	1.87
30.25	8.14	4.44	3
39.5	3.35	6.53	1.79
35.33	3.3	1.7	2.05
40.5	3.2	3.11	2.92
35	7.65	2	2.17
28	2.94	1.73	4.03
28.25	5.21	4.02	1.22
40	4.24	1.79	1.64
36.25	0.43	4.32	6.8
33.67	3.86	4.64	1.12
37.5	11.08	3.96	7.3
26.5	2.87	1.3	5.24
25.33	4.19	0.47	4.76
39.25	5.07	5.59	2.74
34.75	2.17	3.34	3.9
33	3	2.92	8.15
34.5	1.5	1.5	1.5
31.5	6.99	2.28	2.12
28.5	2.96	2.06	1.5
34.33	8.06	5.45	2.05
36.25	2.17	4.71	1.5
37	3.27	2.49	1.89
34.33	6.85	0.82	3.83
25.5	3.2	3.19	2.49
24	6.96	2.38	6.02
37	3.74	4.78	1.09
40	0.82	2.36	7.6
37.75	3.49	0.43	3.96
40.75	3.7	4.21	2.87
33.75	10.28	2.59	2.59
27.75	7.85	3.27	6.87
34	5.61	6.82	6.68
39.25	1.79	2.68	0.87
36	4.74	1.63	1.7
38.5	4.77	1.5	2.05
34.67	1.89	4.38	1.7
23.67	4.11	5.44	3.67
37.2	6.49	4.31	7.3
36.67	4.71	4.11	2.68
34.5	2.06	5.41	2.5
38.75	3.7	2.68	2.17
35.75	7.15	5.79	4.08
28	1.22	5.2	4.56
32.25	8.84	1.79	1.87
39.75	6.42	1.41	2.17
33.75	1.3	2.74	1.92
38.75	2.17	2.45	7.26
32.75	7.12	0	1.58
31.5	2.06	2.29	7.23
30.75	3.27	5.8	2.06
39	3.32	3.11	3.08
36.5	2.29	3.19	4.55
36.5	2.29	4.5	4.5
34.33	5.56	4.27	3.3
29	0.82	3.39	1.41
27	11.64	0.94	3.39
42.25	1.79	1.58	3.27
32.33	4.03	1.5	3.27
37.67	3.3	6.94	2.05
41	3.24	3.91	1.3
29	7.26	3.91	4.03
29.5	1.5	3.16	2.83
31.25	12.32	1.73	2.29
40.5	5.68	6.87	2.49
35.5	6.5	8.15	2.38
34.67	7.59	4.32	1.25
34.5	7.3	2.49	1.25
30	2.16	3.35	6
23	6.16	0	3.39
32	9.41	6.22	5.12
33.5	2.06	4.44	2.18
33	1.87	1.5	4.5
37.25	5.21	1.48	1.92
34.25	7.01	3.2	4.82
23.25	8.17	4.6	2.49
34.75	8.93	5.96	2.92
37.75	6.1	2.5	2.86
33	2.12	9.06	3.3
37	3.39	0.71	3.56
32.5	8.02	2.55	1.87
26	4.74	2.45	3.27
33	5.61	5.24	3.67
39.75	3.77	1.12	3.42
34.5	2.6	3	3.27
39	3.94	0.82	4.97
36.5	5.77	1.09	1.89
26.33	3.3	2.49	1.5
26.67	4.71	3	3.74
33.5	7.3	7.15	1.3
36.33	0.47	5.1	3.67
34.5	4.5	6.26	6.96
33	9.82	3.77	5.12
36.25	6.02	1.3	2.05
28.75	1.09	7.79	1.64
39.25	2.59	5.21	3.84
40	1.41	0.83	1.41
36.75	3.27	1.58	6.04
36	8.6	1.41	2.83
36.67	5.91	3.2	4.5
24.75	6.14	1.92	4.97
37	1.41	2.36	3.08
39	2.74	3.63	3.91
37.25	2.49	4.24	4.44
36.25	4.55	1.25	4.55
33.75	7.76	2.49	5.1
27.67	2.87	3.11	4.19
29.33	7.41	2.16	3.7
38.5	6.69	4.06	2.49
33.75	2.28	2.12	1.5
36	4.74	3.67	4.12
39.5	3.77	1.73	3.64
28.5	1.8	3.42	6.54
29.5	5.41	4.5	6.6
34.5	4.5	3.32	2.49
31.75	4.76	2.94	2.69
37.5	6.34	1.12	4.02
30.75	9.81	0	4.03
29.67	1.25	2.12	4.92
18.67	6.24	1.7	1.22
34	2.12	4.78	4.38
31.75	5.07	3.56	4.97
31.75	4.82	1.3	4.82
43	7.04	5.35	2.49
29.5	1.5	2.87	6.18
28.25	4.76	2.69	1.48
36.5	2.29	4.03	3.56
34	3.74	2.45	2.83
31.6	2.33	5.36	1.83
35	5.43	5.19	7.12
26.67	2.05	3.34	3.4
24.67	4.11	0.5	4.11
39.75	3.77	7.08	1.8
35.33	3.3	4.55	2.17
32.75	2.38	3.74	2.16
33.5	8.73	3.3	2.5
26.67	11.67	2.94	4.5
25.4	2.8	3.42	5.98
34.5	6.18	3	3.5
36.25	2.17	3.35	2.28
35.25	5.26	2.87	6
40	6.6	2.49	4.97
28.25	0.83	1.22	2.86
30.33	2.49	4.99	7
40	2.45	5.34	2.8
24.33	3.3	3.61	4.5
32.5	0.5	2.87	4.03
35.75	5.72	3.7	3.2
30	8.92	2.17	3.35
26	3.08	3.84	3.77
36.75	4.44	2.62	1.5
33	4.95	4.56	2.59
31.75	5.07	2.86	2.29
36.75	4.92	2.28	4.5
34.5	5.02	1.09	3.57
26	3.24	3.08	1.79
40.75	3.7	4.97	2.83
36.25	0.43	3.7	2.62
35	2.92	3.09	0
33.75	8.26	1.92	6.94
31	1.41	5.1	0.82
26	3.67	3.24	1.92
41	4.06	3.84	5.31
37.5	0.5	4.5	3.9
37.8	3.06	3.2	2.95
42.33	2.49	0.47	4.12
33.5	3.84	2.49	2.12
25.5	5.5	9.1	2.86
33	7.18	4.66	7.08
36.75	1.3	3.4	1.25
38	2.16	2.68	0.82
39	4.24	2.62	2.12
33.5	13.05	1.3	4.74
21.75	6.02	3.34	1.5
31.5	6.1	4.74	2.28
38	1.22	2.49	0.5
34.5	3.35	3.34	3.35
36.25	6.38	1.25	2.35
33.25	5.67	4.18	5.68
21.5	5.5	3	5.8
33	4.74	2.29	0.43
34.5	3.2	1.41	1.41
36.25	2.17	4.53	0.71
41.67	6.18	5.45	2.62
32	3.74	3.63	2.49
24.33	2.87	4.71	4.97
38.5	1.66	4.44	2.16
36.33	7.32	4.5	2.96
37.67	2.36	3.4	3.9
35.75	6.83	1.48	3.08
29.5	4.5	5.39	1.22
27.25	4.92	7.7	3
43	3.81	0.82	2.62
37.5	1.66	4.53	3.9
37.75	1.79	5.61	6.16
36	6.48	3.04	2.87
31	3.81	1.5	3.7
22.5	1.5	1.63	1.66
36.75	4.49	2.86	1.41
35	2.74	3.67	6.14
35.25	2.49	0.87	3.27
39.25	7.29	4.58	2.17
26.25	6.61	2	2.06
31.5	4.5	4.87	3.24
37.75	2.49	2.36	2.83
35.67	2.05	8.19	0.82
37	4.06	6.38	3.64
41.75	4.44	2.12	3.27
23	3.74	2.49	2.87
27.75	4.92	1.5	3.3
40.75	4.26	1.92	0.87
26.75	5.63	2.74	3.49
35	7.81	5.26	4.03
35.5	5.94	2.92	2.95
30.5	2.18	4.44	0.43
38	2.45	4	0.87
35.25	2.49	3	3.7
32.75	2.17	5.02	8.38
41	3.24	6.16	5.31
30.75	7.5	5.73	7.12
26.67	4.03	3	2.49
38.75	4.6	2.45	2.95
38.25	3.9	2.5	5.55
32.75	2.17	4.42	2.12
45	2.45	5.2	0
31	1.41	7	4.26
25.25	2.95	1.41	0.43
39	2.45	5.31	4.02
36	5.2	6.5	1.79
29	7.45	2.95	3.04
37.5	3.84	4.99	3.64
27	3.67	4.71	4.44
30.25	3.96	1.5	3.11
41	5	5.44	2.12
33.75	1.3	1.92	3.57
34.25	4.32	3.3	8.18
39.33	6.65	5.36	6.09
24.25	3.49	6.68	0.94
32.75	3.27	4.64	8.65
38.33	2.05	5.12	1.7
31.75	2.17	3.49	2.17
39.33	2.05	1.89	4.92
33.75	6.83	1.41	5.74
26	2.45	4.66	2.74
34.25	5.45	2.45	7.26
34.5	5.55	6.18	1.64
31.5	3.2	2.35	4.92
42	3.08	1.79	2.06
35.67	8.01	1.5	2.95
29.75	2.17	3.34	3.67
32.5	7.43	1.7	5.61
33.67	3.3	3.3	3.11
34.75	3.7	3.09	5.1
34	8.09	3.11	4.69
32.5	4.92	1.87	4.18
30	0	3.27	3.4
31	5.25	5.31	3.27
36.67	4.03	1.7	3.34
32.5	3.77	2.05	1.8
36.75	6.06	1.12	4.5
35	5.87	2.05	1.87
29.5	2.29	0.83	7.32
37.5	5.72	2.5	3.09
36	0	4.99	3.27
36	2.45	2.86	0.94
40.25	4.26	4.92	2.77
29	2.83	0	4.02
26.75	1.79	0.82	3.3
33.25	3.49	3.63	3.7
34.25	7.4	2.29	0.5
30	3.67	4.11	6.04
41.25	3.27	3.5	5.93
28.75	11.28	2.74	1.79
27	1.87	0.47	0.94
32.25	5.76	3.9	2.38
38.25	4.44	6.04	4.53
34.25	1.79	3.27	5.8
40.67	3.68	2.87	2.24
34	5.89	3.54	4.19
27.5	1.66	2.29	5.54
28	6.16	0.82	1.22
38.5	4.92	2.12	2.49
30	4.42	2.36	1.79
36.75	8.04	3.57	4.44
35	6.38	1.63	1.3
24.25	6.61	9	2.16
31	4.74	1.25	2.16
39	4.24	4	1.3
34	2.83	1.25	2.5
34	5.1	3.11	0.47
40.75	4.76	1.7	4.44
29.25	1.48	6.26	2.96
33.33	4.03	2	6.82
38.25	5.36	2.55	3.49
31	3.74	5.02	8.96
35.25	3.9	2.55	5.2
34	11.58	5.66	1.7
24.75	2.49	2.95	2.87
31.25	4.76	2.17	4.09
41	3.74	2.49	1.79
32.75	2.17	2.68	6.02
32.25	5.36	2.29	5.91
30.75	4.44	2.45	6.34
26.75	2.49	2.83	1.22
25.25	10.06	2.17	3.74
38.67	2.05	6.14	3.68
33	5.1	6.42	2.68
33.75	3.9	3.24	3.91
33.5	5.5	4.24	2.5
30.75	3.27	1.7	2.24
28.5	5.02	3.03	3.27
40.75	3.49	5.05	1.66
34.25	2.17	1.3	1.22
36.5	2.69	0.94	5.12
36.25	6.94	3.34	3.56
29.5	7.37	1.25	0.47
29.67	6.02	3.03	2.05
41.33	2.49	2.87	3.9
36	0	2.68	5.31
34.5	5.02	2.28	2.55
35.25	5.76	2.38	5.72
26.25	1.48	1.8	3.42
12.5	9.34	2.12	1.5
35	3.56	3	3.5
33.33	2.05	3.94	4.24
37.5	1.5	2.86	5.5
36.75	8.32	3.77	2.87
32	2.74	2.12	2.38
25.75	2.49	3.64	4.15
38.5	5.55	3.77	2.18
34	4.53	2.87	0.83
37.5	1.5	2.12	2
37.5	9.55	2.29	3.27
30.75	3.27	1.22	3.9
26.25	3.96	1.12	2.12
41	3.74	4.71	1.3
36.33	0.47	2.36	2.87
35.75	3.63	2.92	1.3
35.25	7.08	4.15	2.49
31.25	5.89	1.3	1.79
25.75	6.5	2.86	4.5
41	3.74	5.5	3.39
35.4	5.95	4.6	3.2
36.75	3.27	2.55	4.44
34.67	9.46	3.56	0.87
34	7.35	3.77	4.15
24.5	1.8	2.86	1
35.25	2.59	2.16	2.36
36	3.54	4.5	2.87
33.25	3.9	4.69	2.29
38	7.04	3.35	0
27.25	1.79	2.05	2.36
25.75	9.73	4.15	1.3
35.25	3.11	2.74	4.5
32	1.22	3.09	2.86
37	0.82	1.48	3.3
40	5.61	0.43	6.34
28	7.07	3	2.12
28.33	6.13	1.41	2.69
37.5	3.35	3.77	3.35
30.75	3.27	2.6	5.07
36	7.48	3.67	2.55
32	8.72	3.91	5.41
21.5	8.05	2.87	1.89
33.33	3.4	1.48	1.79
35.75	2.49	3.7	2.12
32.25	2.49	4.19	2.94
34.5	8.08	5.68	2.86
28.75	12.85	4.99	8.17
21.33	4.5	2.12	1.7
37	5.34	3.11	3.91
33.67	3.3	2.49	2.49
30	2.45	2.62	0.87
39.25	3.42	2.29	7.73
35.75	8.14	2.62	2.59
21.5	5.41	2.96	1.79
36.5	5.5	2.45	3.61
30.5	7.76	1.66	0.43
33.25	3.77	3.96	3.11
39	4.95	2.83	4.78
30.5	3.35	6.1	1.22
21	6.98	4.33	0
40.25	4.26	4.32	1.8
34.33	3.09	1.7	8.75
33.5	3.57	1.41	3.64
34.75	4.76	4.92	5.45
29.75	2.86	5.76	1.09
27.25	4.02	3.77	4.36
40.5	2.69	4.77	4.09
30.5	3.2	4.9	2.49
31.75	4.82	4.33	2.83
39	7.65	1.7	6.18
25	1.41	1.12	2.45
30.5	6.42	4.97	3.57
35	5.35	3.4	1.79
35.5	2.87	2.49	2.59
31.5	3.35	4.15	1.79
36.25	7.46	6.22	6.38
24	8.51	1.3	6.6
33	3.67	2.49	1.87
41.75	4.44	6.94	4.71
31	4.24	4.15	4.11
37	4.58	3.67	4.66
31.67	5.25	2.06	4.11
28.75	1.79	3.11	3.08
31	5	5.76	0
36	4.24	4.09	2.6
29.25	7.29	1.3	3.54
36	4.24	3.94	3
39.67	4.99	3.86	2.69
28.5	4.03	1.92	3.56
31.25	5.02	3.2	6.26
38.25	4.66	5.31	3.49
36.75	1.3	2.49	4.44
41	1	0.5	1.5
33.5	6.55	3.01	2.73
33	4.24	5.55	4.55
38	4.42	1.64	1.66
32.75	0.43	2.6	3.74
29.5	0.5	2.36	2.59
40.33	3.4	0.47	6.48
34.5	6.22	3.28	5.12
26.5	1.5	7.4	2.86
33.25	3.83	2.36	2.83
32.33	3.3	4.78	4
