27.5	2.29	15	2.55	13.75	8.47
34.75	7.15	12.75	4.87	20	0.82
40	2.55	15	3	15	2.16
36.5	2.29	18.5	3.57	11.75	7.79
38	1.63	18.75	2.86	18.33	3.09
40.75	6.34	16	1.22	15.67	4.5
27	4.24	15.67	3.3	17	4.53
31.75	5.36	13	3.56	14.75	2.77
40.25	3.03	18.5	1.5	18.25	0.83
39.75	1.3	16.5	2.6	20	2.12
36	4.64	16.5	3.35	17.67	2.36
39	4.24	16.25	3.49	18.75	4.97
30.25	2.17	15.5	2.6	20	2.55
28.75	4.97	17	2.92	17.25	5.12
38.5	3.28	11.25	4.32	20	2.35
37.5	1.12	14.33	1.25	14	7.87
37.5	4.5	16.75	2.49	13.75	3.03
37	7.07	15.5	2.87	18.67	4.99
29.5	3.57	13	5.15	17	1.58
23	4.55	14	1.41	8	2.16
37.5	6.18	16.75	2.17	14.75	2.17
36	4.24	16	2.16	20.25	1.48
33	2.12	16	2.12	19	2.24
36.5	6.06	10	3.94	12.33	3.86
34.5	6.54	10	3.67	16.5	2.06
27	3.54	13	5.1	9.25	5.49
32	5.87	13.5	5.32	16	2.45
37.75	1.3	18.75	4.76	14.25	5.07
33	4.74	14.67	2.05	15.67	4.03
40	3	13	5.83	19	2.74
37	1.41	18.25	2.86	15.33	6.6
23.33	1.7	14.5	4.09	24	0
31	2.83	16	4.55	16.5	3.2
39.25	1.79	16.25	1.79	11.75	0.43
36.75	4.49	14.75	3.7	16	2.35
35.75	1.64	15.25	4.09	16.5	3.04
30.25	8.41	21.33	1.25	19.5	1.5
25.75	2.49	17.25	2.59	16.33	3.68
36.33	3.09	14	4	17	5.66
37.33	1.89	20	0.82	17.25	1.48
36.67	3.3	20.5	2.6	13	0.82
35.33	3.86	19.25	2.77	15.67	2.49
38.25	3.9	18.75	2.49	15	3
25.5	2.69	17.33	4.99	15	3.08
32.75	2.17	17	3.24	16	1.87
39.75	1.3	12.25	4.66	18.75	3.7
35	1.41	17	4.97	15.5	3.35
36.5	2.87	14.5	4.72	14.5	5.41
39.25	5.21	15.25	1.92	18.75	3.9
26.75	4.09	15.25	4.44	21.75	1.79
28.25	4.6	17.25	5.76	20.5	3.91
35.75	2.77	19	4.58	14	2.12
35.75	0.43	18.75	4.82	13	4.42
40.25	2.77	20.33	1.7	15.67	4.99
34.67	4.5	20.25	4.49	19.33	3.3
24.4	5.16	15	4.95	15.4	2.8
28	2.83	18	2.92	14.33	2.62
38.75	3.9	20.25	3.77	12	5.61
33.5	3.5	19	4.06	15.75	4.82
38	1.41	18	0	15.5	3.77
37	4.06	14.25	2.49	17.75	4.55
27	2.12	8.67	8.73	18.25	1.79
37.25	3.49	19.5	1.12	14	3.56
41	3.24	15	6.44	14.5	3.35
35	4.18	20.5	0.5	18.5	3.57
30.5	10.64	13.25	8.04	15	0
30.25	7.92	13.67	1.25	12.33	6.13
29.25	3.9	13.25	7.43	22.75	1.3
30.5	10.78	15.5	3.91	14.75	3.7
40	4.18	15.25	2.38	15	2.12
36	2.12	18.5	1.5	18.33	1.25
37.25	3.7	18.25	2.05	18.25	3.27
28.75	8.67	18	2.24	17.5	2.29
25.5	2.5	11	1	14.67	2.62
29.4	6.95	16.2	4.07	15.75	2.59
40.75	4.76	19	2	12	3.54
32.25	0.83	17.5	2.87	19	4.18
35.75	3.49	16	7.07	18	2.45
36.4	7.26	17.75	4.44	17.8	1.72
26.5	5.02	17.5	2.6	22.25	3.27
32.75	3.7	17.5	1.5	13.33	1.89
36.75	4.44	14.75	5.58	19.5	4.5
32	1.22	14.75	5.76	18.25	3.27
36	0	14.75	2.95	18.33	3.68
37	5.1	14.25	3.27	19.67	2.87
28.67	1.25	14.67	3.77	20	1.73
28.25	2.38	19.5	3.2	21	0.71
39.67	5.31	15.33	6.18	16	5.96
38.5	1.5	15.5	2.29	18.75	2.77
37.5	3.35	15	5.61	19.25	2.05
31.33	9.88	10.25	2.68	19	1.41
26	5.24	11.25	5.8	16.5	3.2
31	10.46	14	1.73	19.5	2.6
41	3	18.25	3.96	15.67	4.11
38.75	1.79	15	3.08	15.67	3.86
36.25	3.19	9	2.74	17.75	1.3
35.75	6.61	14.25	4.92	14.75	6.14
25.25	1.92	17.67	2.62	22.33	2.36
32	9.09	15	2.16	18.25	1.79
37	0.82	18.33	2.49	13.25	3.63
37.25	1.3	16.67	0.47	20.5	3.35
40	0	15.5	4.15	17.67	4.5
35.33	3.3	12.75	4.82	23.5	0.5
25	1.41	16.5	4.5	19.5	4.03
27.75	6.87	17.25	4.71	18	2.12
33.25	3.83	15	1.87	13	6.12
29.67	1.7	14.5	5.41	18.33	6.02
33	3.94	14.75	2.17	15.5	5.94
31	6.6	18.75	4.15	19.25	2.49
27.25	1.92	20.5	2.29	20	1.41
37	5.05	14	6.04	17	4.06
37	5.74	18.75	4.44	18.5	1.5
32.75	3.63	16	1	20	2.24
33.75	8.58	14	2.83	13	2.45
36	6.36	14	4.06	19.25	5.36
24.33	2.87	17	2.16	18	7.12
37	5.34	9	1.87	15.5	0.5
39.33	2.49	16	6.16	15.25	3.49
35.4	2.8	15.75	6.76	17.75	2.77
37.33	1.25	15	0	17.75	1.3
36.25	4.02	18	2.74	13	3.94
26.75	2.49	10	4.06	15.75	3.27
31	3.74	17.75	5.63	17	5.1
41.75	1.79	17.25	2.28	17.5	1.8
36.5	4.33	14.5	2.87	19.5	3.35
36	2.12	14.75	3.83	16.33	3.86
38.75	2.77	16.5	3.2	16.5	7.43
25.5	5.02	16.75	4.76	13.5	2.06
29.75	2.95	13.75	6.46	18.75	5.54
38.5	1.66	16	0.82	22.33	1.25
36	2.45	15.75	4.44	19.33	2.36
39.5	1.5	14	2.55	15.25	6.38
32.75	5.63	9.67	6.55	17.75	1.48
22.75	1.3	16.75	1.79	14.25	3.56
28.5	14.5	14.5	3.5	20.75	2.77
33.75	2.49	13.25	4.76	18.5	3.04
32.5	4.15	18	2.16	15.25	1.79
37.5	3.57	12	1.41	12.75	6.3
32.5	7.4	12.25	3.27	16	5.7
28.25	4.76	15	3.67	20.25	1.92
28.75	5.07	14.25	3.34	16.25	4.44
34.75	1.79	13.67	6.8	20.33	0.94
33.75	4.02	17	3.74	15.67	1.7
35.75	4.09	13.5	1.5	13.25	2.95
40.5	3.35	19.33	1.7	21.33	2.05
27.5	3.35	18.33	2.05	18	5.61
24.67	1.7	19	2.16	14	5.1
37.67	5.25	7.33	5.79	15	1.22
41.25	3.27	16.25	3.42	15	2.12
36.25	3.9	16.25	4.26	16.75	2.17
37.33	3.09	10	5	17	2
33.25	7.76	16.5	1.5	17.75	2.95
29	1.41	14	1.41	9	0
31.4	6.34	17.2	4.12	13.83	5.01
40.5	3.35	16	2.12	12.25	2.86
36.75	2.86	17.67	3.77	13.67	2.05
36.25	5.63	15.5	2.29	20.25	2.49
40.25	6.61	13.5	1.5	15	3.67
30.5	3.77	17	3.67	15.5	3.28
27	5.39	14.33	1.7	18	2.45
41.5	4.27	17	3.74	16.75	1.64
37.67	1.25	16.5	1.66	17.33	2.36
35.25	1.3	14.5	5.17	12.5	2.18
43.5	1.5	13.5	5.5	15.67	4.5
27.33	4.64	11.33	4.11	19.25	1.3
19.33	1.89	14	4.55	20.5	2.06
35.25	6.5	14	6.96	14.75	4.26
38.25	3.9	14.75	3.96	13.75	2.86
33	3.67	13.25	4.44	15.5	3.2
41.5	1.12	11.25	4.49	17	1.22
29.5	1.8	12.5	0.5	26	1.41
22	8.51	15.2	3.49	14.8	1.94
34	6.71	15.75	4.32	17.25	1.3
36.5	3.57	20	4.06	22.25	1.3
35.25	1.3	17	5.1	15.33	3.4
36.25	7.26	18.75	4.32	12	3.67
34.67	9.46	13.75	7.63	17.33	6.85
22	2.35	17.25	4.66	16.75	6.22
28.5	1.66	16	5.7	16	4.3
42	2.45	21.67	1.7	22.75	0.43
37.75	1.3	16.75	5.85	12	6.68
36.5	2.87	15.25	3.27	19.25	4.49
38.25	6.83	11	5.39	17.5	4.61
29.5	3.91	15.75	1.3	20.5	1.5
32	6.2	19.5	3.35	18.5	2.29
41.75	2.49	17.75	1.64	17.5	3.77
39.5	2.87	19	4	16	2.12
39	2.45	21	0	14.67	6.94
40	5.87	17.67	4.5	16.33	4.19
32	4.06	17	1.73	20.25	2.49
30.25	3.27	16.5	3.35	18	4.9
42.75	4.6	19	3.67	17	5.05
37.25	1.3	19.5	1.5	14.75	8.58
36	2.45	17	2.55	10.67	3.3
42	3	18.25	2.17	15.5	1.5
31.33	2.36	16.33	3.09	19.5	2.06
26.25	3.11	13	3.94	17.5	4.27
37.5	5.41	19.25	4.44	11.25	3.56
38	3.24	16.75	3.27	14.5	7.26
34	2.74	16	2.83	16.33	1.89
41.33	2.49	15	0	20	1
33	2.12	14	1.41	23	2.16
26	5.35	16.5	3.35	19	2.45
34	7.65	14.5	2.69	18	5.61
35.5	5.36	12.75	2.86	13.25	7.43
31.67	1.25	16	4.55	15.75	4.15
38.67	0.47	18.33	1.25	11.67	3.4
36.75	5.36	11.5	2.29	16.75	4.26
25.25	2.28	18	2.94	18.67	3.3
34.75	9.23	15.5	2.69	15.75	2.59
39.5	3.28	12.67	5.79	17	0.82
35	2.92	20.75	1.79	17.25	0.83
33.75	7.98	18.2	4.12	16.4	3.07
37	9.46	7.33	6.13	14.5	2.6
32.75	3.27	16.75	3.27	22	1.22
27.5	6.54	16.75	1.79	18.5	2.6
41	4.53	18.67	1.7	15	2.45
38	3	14.25	3.7	14.5	5.12
36.5	2.29	11.5	5.02	13	5.05
37.25	7.46	13.25	1.3	19	2.12
26.75	3.9	11	1.63	21.67	1.7
28.5	2.6	13.25	2.59	15.75	3.56
41.33	3.86	15.25	2.38	18	2.16
32	2.83	15	4	14.25	3.9
33.75	4.49	17	2.24	17.5	2.69
35.25	3.96	15.5	3.2	10.75	4.71
26	1.41	13	1.41	16	2.12
25.75	2.17	11.75	3.9	14.67	2.87
34.25	5.07	18.25	2.17	14	3.67
36.75	4.92	15.5	3.35	17.5	0.5
32.5	2.29	13.5	4.72	11	5.34
36.25	6.14	11.5	2.5	13	3.27
34.25	7.4	9	3.74	16.67	0.94
28	4.06	14.25	1.48	18.25	2.95
28	2.74	15.5	6.18	14.75	3.7
37.25	1.3	17.67	0.47	21.33	3.77
30.75	1.3	14.5	6.34	21.5	0.87
34.25	4.76	18	1.87	14.25	3.56
40	5.1	20.75	0.43	12.67	4.92
31.25	1.3	21	1	20.67	2.87
29.25	2.49	16.25	3.42	18	2.45
40.5	4.56	16	4.64	13	6.44
39.25	2.17	22	1.41	14.5	3.35
33.75	5.36	17.25	2.49	19.25	1.3
39.25	2.17	18.75	3.77	18.5	2.6
41	4.32	13.33	1.89	19.67	1.25
26.5	3.28	15.25	1.3	25.25	3.63
28	4.74	15.75	1.3	25	1.73
41	5	11	3	17.25	4.92
35.25	2.49	23.5	2.5	22	2.35
35.5	3.2	16.5	4.03	20.25	1.3
36.5	8.5	13.5	1.5	15.5	8.5
34.2	7.96	16	5.44	21.75	2.77
33	3.67	16.5	3.84	16.25	3.27
38	2.83	12	5.61	12.33	2.87
41.67	0.47	16.67	4.19	10.25	1.92
38	2.83	11	6.68	15.75	4.44
39.5	3.77	13	8.86	16.5	6.65
36	8.34	16.75	3.03	18	3
30	5.2	16.75	2.05	16	4.58
35	7.65	14	0.82	16	4.42
35.75	6.02	18.25	3.27	15.5	2.06
30.75	5.12	18	4.74	17.5	2.29
39.5	3.35	14.25	1.3	18.75	1.92
33.5	4.97	14	1.73	21	5.2
25.25	4.71	11.33	5.25	11.67	3.86
35	7.11	8.25	6.3	15	3.32
38	4.06	14	4.85	20.5	1.5
35.25	1.3	16.5	4.97	21.75	1.92
37.67	3.4	14.75	1.64	17.33	1.7
36.75	6.06	15	4.12	15	2.12
28	3.56	13	1.87	19	7.07
31.25	4.02	17.5	3.91	12.25	2.95
40.25	4.02	14.5	0.87	15	3.54
36	0.82	12	5.72	17.25	3.9
35.75	2.49	13.5	3.35	13.67	8.34
39.25	7.85	16	3.32	15	5.79
26.75	4.92	14.75	2.28	18.5	4.5
27.25	3.27	11.75	6.26	19.25	4.26
35.5	4.15	13.75	2.77	6.75	3.9
36.75	1.3	12.67	2.62	15.25	6.61
35.5	1.5	18.5	4.5	22.67	1.89
34.33	4.19	16.5	1.66	15.67	3.4
32.25	2.86	12.5	2.29	16.25	3.27
27.5	3.04	12.75	2.49	20.75	5.07
39.75	4.44	11	5.15	18.25	4.32
40.33	1.25	18.33	1.25	15.75	3.34
37.25	2.86	20.5	1.5	17	3.67
36.75	1.3	12.25	5.07	16.75	2.49
30	3	11.33	8.18	16.67	7.72
27.5	3.64	18.75	3.9	17	5.15
35	6.12	17.75	4.26	16.25	2.49
37.5	4.5	15	2.83	15.5	2.06
34	1.73	17.75	1.79	13.5	2.69
37.25	5.07	18.5	2.29	17.75	0.43
34.75	7.15	14.25	5.4	18	3.81
25.33	3.4	11.33	2.49	20	1.58
35	5.74	13.5	4.72	18	2.74
38.33	6.94	18	2.45	14	2
28	3.56	16	6.75	15	2.45
30.25	6.02	12.75	1.92	13.75	5.4
38	5.1	15	0	23.25	1.48
23.25	9.28	16	5.24	16.25	5.07
27.33	6.94	13.67	1.25	19.75	2.49
36	2.45	20.67	2.36	20.25	1.3
33.5	3.57	20.25	1.3	17.5	4.39
33.5	4.5	17.75	2.68	18	1.41
39	4.74	19.67	0.94	19	2.74
19.5	8.9	15	2.55	12	8.86
26.5	7.4	13.75	5.07	21	3.54
40	6.44	17.25	8.26	14.75	6.61
38	0.71	13.33	4.64	12	0.82
37.5	1.5	16.25	6.02	11.75	4.6
42.33	2.87	16.5	4.39	16.67	3.3
30.25	2.05	13	5.43	20	3.67
26.25	9.68	20.33	2.36	24	2.45
34.25	8.58	17.75	2.28	17.25	3.96
39.67	2.62	17	1.63	16.75	3.11
35.75	1.79	19.25	2.77	16.25	5.07
35.75	4.44	12.75	3.49	14.67	5.25
42.25	4.92	14	3.74	19.67	1.7
32.75	3.7	17	3.94	13	4.85
26.5	2.6	21.75	1.3	9.5	1.5
40.67	6.18	18.25	4.32	14.67	6.02
36.75	1.3	14	2.92	17.75	5.07
36.25	3.63	18.25	3.9	14.33	1.7
42.33	3.3	15.33	2.49	14.25	6.61
29.67	3.4	16.33	1.25	13.5	2.96
27.5	1.66	12.25	6.5	15	3
30.5	2.6	15.75	3.9	17	4.36
36.75	0.83	12	2.55	10.25	5.36
34.25	2.38	15.75	1.3	10.5	6.69
38.75	3.42	13.5	2.69	16.5	4.5
33.5	7.26	11.5	3.64	16	2.35
28.25	4.26	20.75	2.05	16.75	2.86
27	6.4	17	5.05	14.75	1.79
35.5	4.27	15.67	4.78	17	1.41
30.75	2.49	18.5	4.15	18	1.41
36	2.94	16.25	1.3	16.67	3.09
37.4	6.15	10.25	5.31	14.6	4.32
34.67	1.25	18	1.87	9.33	6.02
24.5	4.77	16.5	4.5	13.75	2.38
40	5.24	19.25	2.86	12.25	4.32
40	2.83	17	1.41	16.75	4.71
37.75	0.83	16	5.15	16.25	7.12
36.5	5.36	18.25	2.17	11.5	4.27
31.25	9.88	9.75	3.27	17.5	4.03
28	2.74	18.25	1.92	18	3.08
36.25	6.02	17.25	4.26	19.25	5.97
39	3.67	18.25	3.11	14	8.46
37	1.41	19	2.94	18.5	1.5
38.6	1.96	16.75	2.49	15.6	4.41
35.5	7.09	12.5	0.87	13.75	4.66
24.5	4.97	14.75	3.42	17	1.87
30.25	8.14	15.25	4.44	15	3
39.5	3.35	13	6.53	16.25	1.79
35.33	3.3	17.33	1.7	16.75	2.05
40.5	3.2	18.25	3.11	18	2.92
35	7.65	16	2	17.25	2.17
28	2.94	18	1.73	16.67	4.03
28.25	5.21	15.25	4.02	22	1.22
40	4.24	11.75	1.79	19.75	1.64
36.25	0.43	11.25	4.32	10.5	6.8
33.67	3.86	13.33	4.64	17.5	1.12
37.5	11.08	15.75	3.96	15.5	7.3
26.5	2.87	9.75	1.3	15	5.24
25.33	4.19	11.33	0.47	19.25	4.76
39.25	5.07	15.5	5.59	18	2.74
34.75	2.17	20.25	3.34	17.25	3.9
33	3	21	2.92	12	8.15
34.5	1.5	22.5	1.5	22.5	1.5
31.5	6.99	14.75	2.28	22	2.12
28.5	2.96	17.5	2.06	15.5	1.5
34.33	8.06	18.25	5.45	18.67	2.05
36.25	2.17	23.75	4.71	13.5	1.5
37	3.27	14.75	2.49	17.67	1.89
34.33	6.85	14	0.82	16.25	3.83
25.5	3.2	14.75	3.19	20.25	2.49
24	6.96	17.75	2.38	17.5	6.02
37	3.74	16.67	4.78	11.75	1.09
40	0.82	19.67	2.36	7.25	7.6
37.75	3.49	18.25	0.43	14.25	3.96
40.75	3.7	18.25	4.21	21.5	2.87
33.75	10.28	17.75	2.59	20.25	2.59
27.75	7.85	14.75	3.27	15.75	6.87
34	5.61	14	6.82	10.25	6.68
39.25	1.79	17.25	2.68	20.5	0.87
36	4.74	16	1.63	20.33	1.7
38.5	4.77	20.5	1.5	14.67	2.05
34.67	1.89	16.25	4.38	17.67	1.7
23.67	4.11	8.67	5.44	18	3.67
37.2	6.49	15.8	4.31	13.5	7.3
36.67	4.71	16.67	4.11	14.25	2.68
34.5	2.06	11.5	5.41	16.5	2.5
38.75	3.7	13.25	2.68	20.75	2.17
35.75	7.15	10.67	5.79	20	4.08
28	1.22	10	5.2	17.5	4.56
32.25	8.84	15.25	1.79	13	1.87
39.75	6.42	13	1.41	15.25	2.17
33.75	1.3	17	2.74	14.75	1.92
38.75	2.17	14	2.45	8.25	7.26
32.75	7.12	18	0	17	1.58
31.5	2.06	13.5	2.29	19.5	7.23
30.75	3.27	13.25	5.8	22.5	2.06
39	3.32	17.25	3.11	19	3.08
36.5	2.29	13.25	3.19	16.25	4.55
36.5	2.29	17.33	4.5	17.67	4.5
34.33	5.56	17.5	4.27	13.33	3.3
29	0.82	15	3.39	25	1.41
27	11.64	17.33	0.94	18	3.39
42.25	1.79	17	1.58	17.25	3.27
32.33	4.03	16.5	1.5	13.75	3.27
37.67	3.3	10.33	6.94	18.33	2.05
41	3.24	12.5	3.91	16.75	1.3
29	7.26	12.5	3.91	16.33	4.03
29.5	1.5	17	3.16	16	2.83
31.25	12.32	16	1.73	11.5	2.29
40.5	5.68	12.75	6.87	19.25	2.49
35.5	6.5	14	8.15	15.25	2.38
34.67	7.59	10.75	4.32	16.33	1.25
34.5	7.3	15.33	2.49	19.67	1.25
30	2.16	17.5	3.35	15	6
23	6.16	15	0	19	3.39
32	9.41	11.5	6.22	15.75	5.12
33.5	2.06	17.25	4.44	18.5	2.18
33	1.87	17.5	1.5	14.5	4.5
37.25	5.21	15.75	1.48	15.25	1.92
34.25	7.01	15.5	3.2	15.5	4.82
23.25	8.17	16.75	4.6	13.75	2.49
34.75	8.93	14	5.96	13	2.92
37.75	6.1	14.5	2.5	9.75	2.86
33	2.12	11	9.06	7.33	3.3
37	3.39	13	0.71	15.75	3.56
32.5	8.02	19	2.55	21	1.87
26	4.74	16	2.45	15.75	3.27
33	5.61	15	5.24	13	3.67
39.75	3.77	19.5	1.12	14.75	3.42
34.5	2.6	20	3	18.75	3.27
39	3.94	19	0.82	16	4.97
36.5	5.77	20.75	1.09	19.33	1.89
26.33	3.3	16.75	2.49	22.5	1.5
26.67	4.71	15	3	17	3.74
33.5	7.3	13.25	7.15	19.25	1.3
36.33	0.47	19	5.1	15	3.67
34.5	4.5	19.75	6.26	15	6.96
33	9.82	17.5	3.77	12.5	5.12
36.25	6.02	19.75	1.3	19.25	2.05
28.75	1.09	13	7.79	13.75	1.64
39.25	2.59	14.75	5.21	9.5	3.84
40	1.41	21.75	0.83	16	1.41
36.75	3.27	19	1.58	17	6.04
36	8.6	14	1.41	14	2.83
36.67	5.91	12.5	3.2	15.33	4.5
24.75	6.14	18.25	1.92	20.5	4.97
37	1.41	19.67	2.36	18	3.08
39	2.74	16.25	3.63	17.5	3.91
37.25	2.49	15	4.24	12.75	4.44
36.25	4.55	13.67	1.25	12	4.55
33.75	7.76	15.75	2.49	13	5.1
27.67	2.87	15.25	3.11	13.33	4.19
29.33	7.41	16	2.16	17.75	3.7
38.5	6.69	16	4.06	17.25	2.49
33.75	2.28	15	2.12	15.5	1.5
36	4.74	15	3.67	16	4.12
39.5	3.77	16	1.73	12.5	3.64
28.5	1.8	11.75	3.42	12.5	6.54
29.5	5.41	10.5	4.5	10.33	6.6
34.5	4.5	18	3.32	19.25	2.49
31.75	4.76	17	2.94	16.5	2.69
37.5	6.34	19.5	1.12	14.75	4.02
30.75	9.81	12	0	20.67	4.03
29.67	1.25	17	2.12	11.33	4.92
18.67	6.24	21.67	1.7	17	1.22
34	2.12	14.33	4.78	14.75	4.38
31.75	5.07	15.75	3.56	16.5	4.97
31.75	4.82	13.25	1.3	13.25	4.82
43	7.04	8	5.35	18.25	2.49
29.5	1.5	13.5	2.87	16.5	6.18
28.25	4.76	16.5	2.69	20.25	1.48
36.5	2.29	16.67	4.03	19	3.56
34	3.74	18	2.45	14	2.83
31.6	2.33	9.75	5.36	13.8	1.83
35	5.43	8.33	5.19	15	7.12
26.67	2.05	11.75	3.34	19.33	3.4
24.67	4.11	18.5	0.5	17.33	4.11
39.75	3.77	14.25	7.08	18.5	1.8
35.33	3.3	14	4.55	15.25	2.17
32.75	2.38	20	3.74	16	2.16
33.5	8.73	14.33	3.3	15.5	2.5
26.67	11.67	12	2.94	13.5	4.5
25.4	2.8	13.25	3.42	17.2	5.98
34.5	6.18	17	3	15.5	3.5
36.25	2.17	17.5	3.35	19.75	2.28
35.25	5.26	15.67	2.87	13	6
